Date,Open,High,Low,Close,Adjusted_close,Volume
2004-05-25,27.5016,28.5096,27.2888,28.4088,0.43,319978400
2004-05-26,28.3304,28.7784,28,28.5096,0.4316,322168000
2004-05-27,28.4592,28.5992,27.8208,28.168,0.4264,235972800
2004-05-28,28.0784,28.2688,27.7984,28.0616,0.4248,145717600
2004-06-01,27.7928,28.2016,27.608,28.0616,0.4248,182134400
2004-06-02,28.028,29.1704,27.7984,28.9184,0.4377,318712800
2004-06-03,28.7224,28.9912,28.2912,28.3976,0.4299,250930400
2004-06-04,28.56,29.2488,28.5096,28.7784,0.4356,399112000
2004-06-07,29.0416,29.9824,28.812,29.8088,0.4512,295876000
2004-06-08,29.988,30.4416,29.8312,30.352,0.4594,415620800
2004-06-09,30.0888,30.7104,29.9992,30.2008,0.4572,349204800
2004-06-10,30.2008,30.968,30.2008,30.7384,0.4653,257577600
2004-06-14,30.6488,30.6824,29.5008,30.1224,0.456,243986400
2004-06-15,30.5424,31.1416,30.2624,30.688,0.4645,444634400
2004-06-16,30.66,33.32,30.5312,32.7376,0.4956,909641600
2004-06-17,32.5584,33.1296,32.2112,32.8104,0.4967,551320000
2004-06-18,32.6592,33.4096,32.4296,32.9112,0.4982,406252000
2004-06-21,33.1184,33.4992,32.1216,32.3288,0.4894,390213600
2004-06-22,32.3008,33.0904,32.2896,33.0008,0.4995,360511200
2004-06-23,33.0008,33.8296,32.8888,33.7008,0.5101,390868800
2004-06-24,33.5104,33.7008,32.9784,33.18,0.5023,252515200
2004-06-25,33.068,33.7008,33.0008,33.7008,0.5101,323428000
2004-06-28,34.1824,34.188,32.2112,32.4912,0.4918,521096800
2004-06-29,32.0712,32.9896,31.4104,32.5024,0.492,590553600
2004-06-30,32.5584,32.9728,31.892,32.5416,0.4926,373044000
2004-07-01,32.0992,32.48,31.8976,32.3008,0.4889,341941600
2004-07-02,30.4808,31.1808,29.7304,31.08,0.4705,910683200
2004-07-06,31.2704,31.4216,30.8,30.9512,0.4685,348980800
2004-07-07,30.8504,31.36,30.128,30.3912,0.46,397992000
2004-07-08,30.128,30.6824,29.9488,30.1392,0.4562,233380000
2004-07-09,30.268,30.4976,30.0272,30.0272,0.4545,208863200
2004-07-12,30.0216,30.0384,28.9296,29.1424,0.4411,511621600
2004-07-13,29.2488,29.6016,29.0192,29.2208,0.4423,316176000
2004-07-14,28.8624,29.9712,28.7392,29.5792,0.4478,835800000
2004-07-15,32.6592,33.628,32.1104,32.928,0.4984,1767724000
2004-07-16,32.7992,32.9224,32.1216,32.2,0.4874,488381600
2004-07-19,32.0096,32.2224,31.6624,31.9704,0.4839,533170400
2004-07-20,31.948,32.2,31.5504,32.2,0.4874,323747200
2004-07-21,32.4184,32.7096,31.3376,31.6176,0.4786,301257600
2004-07-22,31.248,31.7296,31.0576,31.6792,0.4795,334118400
2004-07-23,31.528,31.752,30.4808,30.6992,0.4647,273571200
2004-07-26,30.8504,31.4496,30.7776,31.2592,0.4732,393932000
2004-07-27,31.8024,32.7488,31.5728,32.4296,0.4909,425006400
2004-07-28,32.312,32.4128,31.1584,32.2728,0.4885,285051200
2004-07-29,32.4688,32.8216,32.1328,32.6424,0.4941,222157600
2004-07-30,32.648,33.0008,31.9984,32.34,0.4895,243023200
2004-08-02,31.1808,32.2,31.1304,31.5784,0.478,365092000
2004-08-03,31.4496,31.7184,31.1472,31.2872,0.4736,211629600
2004-08-04,31.192,32.1216,31.1696,31.7912,0.4812,276488800
2004-08-05,31.808,32.3008,31.248,31.388,0.4751,244501600
2004-08-06,30.9008,31.1024,29.7024,29.7808,0.4508,492290400
2004-08-09,29.848,30.4472,29.8088,30.3016,0.4587,290847200
2004-08-10,30.3912,31.5392,30.352,31.5224,0.4772,351036000
2004-08-11,31.1024,31.1304,30.2624,31.0072,0.4694,322392000
2004-08-12,30.4472,30.8504,30.2792,30.3688,0.4597,226200800
2004-08-13,30.5984,31.2816,30.4024,30.8392,0.4668,328048000
2004-08-16,31.0016,31.7184,30.6376,30.7776,0.4659,435674400
2004-08-17,30.5816,31.1304,30.352,30.8672,0.4672,323019200
2004-08-18,30.5088,31.8528,30.492,31.7408,0.4805,364655200
2004-08-19,31.5112,31.8584,30.3576,30.7104,0.4649,388920000
2004-08-20,30.7104,30.9904,30.492,30.8,0.4662,316780800
2004-08-23,30.8616,31.2704,30.5984,31.08,0.4705,254660000
2004-08-24,31.2592,31.948,31.192,31.948,0.4836,374136000
2004-08-25,31.8696,33.152,31.7296,33.0512,0.5003,505618400
2004-08-26,33.04,35.1792,32.7376,34.6584,0.5246,955858400
2004-08-27,34.6808,34.7592,33.9976,34.3504,0.52,388813600
2004-08-30,33.9976,34.72,33.9584,34.1208,0.5165,218142400
2004-08-31,34.0704,34.9496,33.9976,34.4904,0.5221,376560800
2004-09-01,34.3,35.9912,34.188,35.8624,0.5429,515726400
2004-09-02,35.4984,35.812,34.832,35.6608,0.5398,406324800
2004-09-03,35.0112,35.9184,35.0112,35.2296,0.5333,293468000
2004-09-07,35.3976,36.1928,35.2296,35.7616,0.5413,301957600
2004-09-08,35.7,36.568,35.6776,36.3496,0.5502,343526400
2004-09-09,36.0976,36.2992,35.28,35.7,0.5404,461339200
2004-09-10,35.6608,36.232,35.4592,35.868,0.5429,328014400
2004-09-13,35.8792,36.0696,35.3192,35.588,0.5387,281976800
2004-09-14,35.2408,35.5488,34.7816,35.4928,0.5373,254822400
2004-09-15,35.3584,35.4816,34.7984,35.2016,0.5329,232668800
2004-09-16,35.2016,36.7584,35.0784,36.3496,0.5502,501916800
2004-09-17,36.5512,37.38,36.4,37.1392,0.5622,502308800
2004-09-20,36.8816,37.9792,36.8704,37.7104,0.5708,245000000
2004-09-21,37.7496,38.8696,37.4584,38.0072,0.5753,386652000
2004-09-22,38.1024,38.1416,36.8088,36.9208,0.5589,401688000
2004-09-23,37.0384,37.4976,36.932,37.268,0.5641,397404000
2004-09-24,37.4472,38.0016,37.1504,37.2904,0.5645,369488000
2004-09-27,36.9488,37.9792,36.8312,37.5312,0.5681,397516000
2004-09-28,37.4584,38.2872,37.4472,38.0408,0.5758,353186400
2004-09-29,37.9288,38.8584,37.8224,38.6792,0.5855,273509600
2004-09-30,38.9984,39.2728,38.4496,38.752,0.5866,425012000
2004-10-01,39.1216,39.1888,38.5784,38.668,0.5853,465404800
2004-10-04,39.1776,39.1776,38.752,38.7912,0.5872,574084000
2004-10-05,38.5616,39.6704,38.3992,39.368,0.5959,406162400
2004-10-06,39.5024,40.7624,39.4688,40.6392,0.6152,446303200
2004-10-07,40.5384,40.9304,39.4576,39.62,0.5997,426148800
2004-10-08,39.5584,39.7712,38.8416,39.06,0.5913,359228800
2004-10-11,38.8024,39.06,38.1976,38.5896,0.5841,323870400
2004-10-12,38.5,38.5784,37.6488,38.2872,0.5796,460191200
2004-10-13,38.8696,39.76,38.7408,39.7488,0.6017,1163008000
2004-10-14,43.1928,45.752,42.5488,44.9792,0.6809,2768427200
2004-10-15,44.8784,45.612,44.1896,45.5,0.6887,1031128000
2004-10-18,44.6992,47.7512,44.6992,47.7512,0.7228,1200752000
2004-10-19,48.0984,48.3504,47.3088,47.4208,0.7178,801992800
2004-10-20,47.18,47.6,46.648,47.4712,0.7186,605108000
2004-10-21,47.4824,48.132,47.3592,47.9416,0.7257,724505600
2004-10-22,47.5384,47.6672,47.0176,47.4096,0.7177,483067200
2004-10-25,47.2024,47.8408,47.068,47.5496,0.7198,392644000
2004-10-26,47.4488,48.048,46.9728,47.9696,0.7261,594361600
2004-10-27,48.5072,50.6184,48.1712,50.2992,0.7614,1193494400
2004-10-28,49.98,52.22,49.4984,52.192,0.79,864264800
2004-10-29,51.8392,53.2,51.8,52.3992,0.7932,810219200
2004-11-01,52.5,53.2616,52.0408,52.4496,0.7939,602050400
2004-11-02,52.3992,54.0792,52.3992,53.5024,0.8099,729988000
2004-11-03,54.3704,56.112,53.9896,55.3112,0.8373,1204173600
2004-11-04,55.0312,55.552,54.3704,54.4488,0.8242,928625600
2004-11-05,54.8576,54.9976,52.0408,54.7176,0.8283,1205047200
2004-11-08,54.2696,55.4512,53.8608,54.3816,0.8232,526920800
2004-11-09,54.2304,54.5496,53.3792,54.0512,0.8182,475764800
2004-11-10,53.9504,55.3896,53.9112,54.7512,0.8288,508676000
2004-11-11,54.9472,55.4288,54.2304,55.3,0.8371,407299200
2004-11-12,55.0088,55.692,54.8408,55.5016,0.8401,395701600
2004-11-15,55.1992,55.4624,54.3424,55.2384,0.8362,376045600
2004-11-16,55.16,55.1992,54.4824,54.9416,0.8317,295103200
2004-11-17,55.188,55.4512,54.2192,54.9024,0.8311,397751200
2004-11-18,54.2976,55.4512,54.292,55.3896,0.8385,459149600
2004-11-19,55.4904,56.9128,54.4992,55.1712,0.8351,765279200
2004-11-22,61.8016,64.0024,57.8984,61.348,0.9286,2568210400
2004-11-23,62.3,62.4512,61.0512,61.2696,0.9275,911450400
2004-11-24,61.6896,65.2008,61.5496,64.0472,0.9695,1390788000
2004-11-26,65.352,65.7608,64.3384,64.5512,0.9771,550144000
2004-11-29,68.9528,69.5688,67.4128,68.4376,1.036,1712916800
2004-11-30,68.7904,68.7904,67.0488,67.0488,1.0149,1028518400
2004-12-01,67.788,67.9504,66.2704,67.788,1.0261,800553600
2004-12-02,66.1304,66.8976,64.6576,65.212,0.9871,987442400
2004-12-03,64.5288,64.9992,61.7512,62.6808,0.9488,1238848800
2004-12-06,64.2488,66.2424,62.9496,65.7776,0.9957,1247920800
2004-12-07,65.9288,66.7296,62.5576,62.888,0.952,1056899200
2004-12-08,63.0784,64.428,62.048,63.28,0.9579,691902400
2004-12-09,62.8096,64.4,62.0704,63.9912,0.9687,741501600
2004-12-10,65.0272,66.052,64.7024,65.1504,0.9862,775773600
2004-12-13,65.6208,65.9008,64.6016,64.9096,0.9826,395040800
2004-12-14,65.4024,65.8784,65.0216,65.2904,0.9883,415721600
2004-12-15,65.24,65.4584,64.6576,65.2624,0.9879,398361600
2004-12-16,66.1472,67.5024,66.052,66.6008,1.0082,1126115200
2004-12-17,66.8416,67.0376,64.8984,64.988,0.9837,783496000
2004-12-20,65.4696,66.0016,61.7624,62.72,0.9494,1168126400
2004-12-21,63.56,63.7672,61.6,63.6888,0.9641,1064414400
2004-12-22,63.6608,64.3608,63.3976,63.7504,0.965,565829600
2004-12-23,63.7504,64.2488,63.5992,64.008,0.9689,245929600
2004-12-27,64.7976,65.1504,62.8824,63.1624,0.9561,559490400
2004-12-28,63.3024,64.2488,62.048,64.1816,0.9715,611755200
2004-12-29,63.812,64.9824,63.5712,64.4392,0.9754,449562400
2004-12-30,64.8088,65.0272,64.2208,64.7976,0.9809,345340800
2004-12-31,64.8928,64.9992,64.0304,64.4,0.9748,278588800
2005-01-03,64.7808,65.1112,62.6024,63.2912,0.9581,691992000
2005-01-04,63.7896,65.4696,62.972,63.9408,0.9679,1096810400
2005-01-05,64.4616,65.2512,64.0472,64.5008,0.9764,680433600
2005-01-06,64.6688,64.9096,63.3304,64.5512,0.9771,705555200
2005-01-07,64.9992,69.6304,64.7528,69.2496,1.0483,2227450400
2005-01-10,69.832,70.7,67.8776,68.9584,1.0438,1725309600
2005-01-11,68.2528,69.1488,64.1424,64.5624,0.9773,2611627200
2005-01-12,65.4528,65.9008,63.3024,65.4584,0.9909,1919702400
2005-01-13,73.7072,74.4184,69.7312,69.7984,1.0566,3164716800
2005-01-14,70.252,71.7192,69.188,70.2016,1.0627,1770742400
2005-01-18,69.8488,70.7,67.7488,70.6496,1.0694,1006460000
2005-01-19,70.4872,71.4616,69.748,69.8824,1.0578,751895200
2005-01-20,69.6472,71.2712,69.468,70.4592,1.0666,914922400
2005-01-21,71.3104,71.6016,70,70.4872,1.067,911332800
2005-01-24,70.98,71.7808,70.5488,70.7616,1.0711,841629600
2005-01-25,71.372,72.8392,70.9408,72.0496,1.0906,969231200
2005-01-26,72.66,72.7496,71.2208,72.2512,1.0937,739496800
2005-01-27,72.1616,72.9176,71.5512,72.6376,1.0995,496227200
2005-01-28,72.6208,73.9816,72.4416,73.9816,1.1199,801612000
2005-01-31,74.5808,77.8904,74.508,76.8992,1.164,1681097600
2005-02-01,77.0504,77.7672,76.58,77.532,1.1736,678395200
2005-02-02,77.952,79.912,77.6888,79.632,1.2054,1020062400
2005-02-03,79.1,79.4304,77.3304,77.812,1.1779,731651200
2005-02-04,77.868,78.932,77.532,78.8424,1.1935,563556000
2005-02-07,78.932,79.352,77.4984,78.9376,1.1949,524456800
2005-02-08,79.072,81.3792,78.792,80.8976,1.2246,890019200
2005-02-09,81.0376,81.9896,78.0976,78.7416,1.1919,1191456000
2005-02-10,78.7192,79.2792,76.6584,78.3608,1.1862,1093019200
2005-02-11,79.8616,81.76,78.9376,81.2112,1.2293,1201054400
2005-02-14,82.7288,84.7896,82.0512,84.6328,1.2811,1271463200
2005-02-15,86.66,89.0792,85.9992,88.4128,1.3383,2312217600
2005-02-16,88.1496,90.1992,87.3488,90.132,1.3644,1639243200
2005-02-17,90.6472,90.8824,87.4496,87.808,1.3292,1518473600
2005-02-18,87.7408,87.8584,86.2512,86.8112,1.3141,1163254400
2005-02-22,86.3016,88.3008,85.288,85.288,1.291,1219293600
2005-02-23,86.7216,88.452,85.5512,88.228,1.3355,1345181600
2005-02-24,88.48,89.3088,87.7296,88.928,1.3461,1519028000
2005-02-25,89.6224,89.908,88.1888,88.9896,1.3471,915510400
2005-02-28,44.6796,45.1388,43.96,44.8588,1.3581,651610400
2005-03-01,44.9904,45.1108,44.1588,44.5004,1.3472,468188000
2005-03-02,44.2512,44.8896,44.0804,44.1196,1.3357,458161200
2005-03-03,44.3688,44.4108,41.2188,41.79,1.2652,1411653600
2005-03-04,42.7588,43.0108,41.8488,42.8092,1.296,756618800
2005-03-07,42.8008,43.2488,42.35,42.7504,1.2943,450632000
2005-03-08,41.8992,42.1596,40.0988,40.53,1.227,1021451200
2005-03-09,39.6396,40.2808,38.8304,39.3512,1.1913,1322465200
2005-03-10,39.5304,40.2612,39.0992,39.83,1.2058,777109200
2005-03-11,40.2108,40.5888,39.7992,40.2696,1.2191,632830800
2005-03-14,40.5188,40.7904,39.5192,40.32,1.2207,605385200
2005-03-15,40.6392,41.1404,40.25,40.9612,1.2401,508608800
2005-03-16,41.2104,42.3108,40.7792,41.1796,1.2467,697813200
2005-03-17,41.5296,42.8792,41.3196,42.2492,1.2791,801920000
2005-03-18,43.33,43.4392,42.5012,42.9604,1.3006,940150400
2005-03-21,43.2908,43.9712,42.8596,43.6996,1.323,541128000
2005-03-22,43.7108,43.96,42.6804,42.8288,1.2966,551415200
2005-03-23,42.4508,43.4,42.0196,42.5488,1.2882,609823200
2005-03-24,42.91,42.9996,42.5012,42.5012,1.2867,352704800
2005-03-28,42.7504,42.9604,42.4704,42.5292,1.2876,275410800
2005-03-29,42.56,42.8288,41.4988,41.7508,1.264,461356000
2005-03-30,42.07,42.8008,41.8208,42.8008,1.2958,394959600
2005-03-31,42.4508,42.5208,41.5912,41.6696,1.2615,636134800
2005-04-01,42.0896,42.1792,40.5692,40.8912,1.238,641284000
2005-04-04,40.9892,41.3112,40.1604,41.09,1.244,580014400
2005-04-05,41.2188,42.2408,41.09,41.8908,1.2682,556239600
2005-04-06,42.4004,42.8092,42.1512,42.3304,1.2815,414825600
2005-04-07,42.3304,43.75,42.2492,43.5596,1.3188,506987600
2005-04-08,43.6996,44.45,43.54,43.7388,1.3242,649950000
2005-04-11,44.1504,44.2512,41.9104,41.9188,1.2691,821662800
2005-04-12,42.49,43.19,42.0112,42.6608,1.2915,981061200
2005-04-13,42.9492,42.9912,40.39,41.0396,1.2425,1371946800
2005-04-14,38.8108,39.5612,36.8396,37.2596,1.128,2753192400
2005-04-15,36.6212,37.2512,35.28,35.35,1.0702,1728087200
2005-04-18,35,36.2992,34.0004,35.6188,1.0783,1327177600
2005-04-19,36.5988,37.4388,35.8708,37.0888,1.1229,1081642800
2005-04-20,37.66,37.7412,35.4396,35.5096,1.075,945131600
2005-04-21,36.4,37.2092,35.8988,37.1812,1.1256,759592400
2005-04-22,36.8396,36.9992,34.8992,35.5012,1.0748,839129200
2005-04-25,36.4896,37.0188,36.1088,36.9796,1.1195,746460400
2005-04-26,36.7808,37.5088,36.12,36.19,1.0956,810507600
2005-04-27,35.8904,36.3608,35.5096,35.9492,1.0884,613888800
2005-04-28,36.2908,36.3412,35.2408,35.5404,1.076,575106000
2005-04-29,36.1508,36.2292,35.2212,36.0612,1.0917,671630400
2005-05-02,36.2096,36.6492,36.0192,36.4308,1.1029,465920000
2005-05-03,36.4,36.7388,36.0304,36.2096,1.0962,496739600
2005-05-04,36.1088,37.2008,36.1004,37.1504,1.1247,448176400
2005-05-05,37.2512,37.2708,36.47,36.68,1.1105,387366000
2005-05-06,36.89,37.3296,36.7892,37.24,1.1274,326247600
2005-05-09,37.2792,37.45,36.75,36.9712,1.1193,355695200
2005-05-10,36.75,37.2512,36.33,36.4196,1.1026,440263600
2005-05-11,35.1988,35.6692,33.11,35.6104,1.0781,2041981200
2005-05-12,35.42,35.5908,34.0004,34.1292,1.0333,970242000
2005-05-13,34.1992,35.2296,34.0704,34.7704,1.0527,702713200
2005-05-16,34.5604,35.7,34.5296,35.5488,1.0762,474294800
2005-05-17,35.14,35.4592,34.5408,35.3612,1.0705,588344400
2005-05-18,35.4508,37.5592,34.9888,35.84,1.085,636722800
2005-05-19,35.7812,37.6796,35.7812,37.5508,1.1368,793161600
2005-05-20,37.2512,37.6488,37.1896,37.5508,1.1368,452650800
2005-05-23,37.8504,39.9,37.8504,39.76,1.2037,1042574400
2005-05-24,39.4492,39.9896,39.0292,39.7012,1.2019,593460000
2005-05-25,39.4996,39.9504,39.3204,39.7796,1.2043,396006800
2005-05-26,39.9392,40.9388,39.9392,40.74,1.2334,525520800
2005-05-27,40.6392,40.7904,40.0092,40.5608,1.228,316008000
2005-05-31,40.6588,40.74,39.5808,39.76,1.2037,404205200
2005-06-01,39.8888,40.7596,39.8608,40.3004,1.2201,453812800
2005-06-02,40.0512,40.32,39.6004,40.04,1.2122,373973600
2005-06-03,38.1612,38.5812,37.7692,38.2396,1.1577,956869200
2005-06-06,38.3292,38.6288,37.5592,37.9204,1.148,811966400
2005-06-07,37.6012,37.73,36.4504,36.54,1.1062,745264800
2005-06-08,36.6296,37.2512,36.5708,36.9208,1.1178,404006400
2005-06-09,36.9992,37.94,36.82,37.6488,1.1398,390255600
2005-06-10,37.3996,37.3996,35.5208,35.8092,1.0841,678932800
2005-06-13,35.8904,36.61,35.8204,35.8988,1.0868,435772400
2005-06-14,35.9212,36.1508,35.7504,35.9996,1.0899,347846800
2005-06-15,36.8704,37.2988,36.2992,37.1308,1.1241,563343200
2005-06-16,37.1896,38.08,36.82,37.9792,1.1498,547674400
2005-06-17,38.4692,38.5392,37.8308,38.3096,1.1598,596125600
2005-06-20,37.8504,38.0912,37.45,37.6096,1.1386,323716400
2005-06-21,37.7188,38.1892,37.38,37.8588,1.1462,370526800
2005-06-22,38.2592,38.6008,38.1388,38.5504,1.1671,424925200
2005-06-23,38.8304,39.7796,38.6512,38.8892,1.1774,674254000
2005-06-24,39.0908,39.1188,37.6796,37.7608,1.1432,410709600
2005-06-27,36.8396,38.0996,36.68,37.1,1.1232,600171600
2005-06-28,37.4892,37.59,37.17,37.31,1.1295,350299600
2005-06-29,37.2288,37.2904,36.12,36.3692,1.1011,448358400
2005-06-30,36.61,37.1588,36.3104,36.8088,1.1144,418390000
2005-07-01,36.8312,36.9712,36.2908,36.5008,1.1051,250000800
2005-07-05,36.5512,38.15,36.5008,37.9792,1.1498,454269200
2005-07-06,37.7104,38.1612,37.2008,37.3912,1.132,394626400
2005-07-07,36.8088,37.7608,36.8004,37.6292,1.1392,383723200
2005-07-08,37.87,38.2788,37.4696,38.2508,1.158,290735200
2005-07-11,38.3712,38.6512,37.7804,38.0996,1.1535,388788400
2005-07-12,38.2312,38.3992,37.9092,38.2396,1.1577,387038400
2005-07-13,38.29,38.5,37.9008,38.3488,1.161,684835200
2005-07-14,40.7904,42.0112,40.2304,40.7512,1.2337,2096060400
2005-07-15,40.9696,41.5688,40.46,41.5492,1.2579,687682800
2005-07-18,41.4092,42.1008,41.37,41.4904,1.2561,586297600
2005-07-19,41.5212,43.2292,41.0704,43.19,1.3076,671062000
2005-07-20,42.8596,43.8004,42.6496,43.6296,1.3209,453395600
2005-07-21,43.6996,44.0412,42.8988,43.2908,1.3106,404264000
2005-07-22,43.4392,43.9992,43.3888,43.9992,1.3321,301106400
2005-07-25,43.9908,44.2792,43.7304,43.8088,1.3263,294627200
2005-07-26,44.0104,44.1112,43.3608,43.6296,1.3209,268592800
2005-07-27,43.8312,44.0692,42.6692,43.9908,1.3318,283749200
2005-07-28,43.8508,43.9992,43.2992,43.8004,1.326,251311200
2005-07-29,43.5596,44.38,42.2604,42.6496,1.2912,562080400
2005-08-01,42.5712,43.0808,42.0812,42.7504,1.2943,314249600
2005-08-02,42.8904,43.5008,42.6104,43.19,1.3076,296875600
2005-08-03,43.19,43.3104,42.77,43.2208,1.3085,258322400
2005-08-04,42.8904,42.9996,42.2912,42.7112,1.2931,269304000
2005-08-05,42.49,43.3608,42.0196,42.9912,1.3015,241931200
2005-08-08,42.9996,43.2488,42.6104,42.6496,1.2912,176383200
2005-08-09,42.9296,43.89,42.91,43.82,1.3266,380839200
2005-08-10,43.9992,44.3912,43.3104,43.3804,1.3133,360945200
2005-08-11,43.3888,44.1196,43.2488,43.9992,1.3321,271983600
2005-08-12,43.4588,46.2196,43.3608,46.0992,1.3956,916036800
2005-08-15,46.48,48.3308,46.4492,47.6812,1.4435,1086727600
2005-08-16,47.39,47.4992,46.2112,46.2504,1.4002,537622400
2005-08-17,46.3988,47.4404,46.3708,47.1492,1.4274,499724400
2005-08-18,46.9112,47.0008,45.7492,46.3008,1.4017,442559600
2005-08-19,46.2812,46.7012,45.7688,45.8304,1.3875,376569200
2005-08-22,46.1496,46.7488,45.2592,45.8696,1.3887,387732800
2005-08-23,45.85,46.0992,45.3208,45.7408,1.3848,295604400
2005-08-24,45.6008,47.1212,45.5896,45.7688,1.3856,572070800
2005-08-25,46.1188,46.4912,45.8108,46.06,1.3945,276253600
2005-08-26,46.1188,46.34,45.36,45.7408,1.3848,261058000
2005-08-29,45.2704,46.0292,45.2592,45.8388,1.3878,256295200
2005-08-30,45.99,46.7908,45.92,46.5696,1.4099,518761600
2005-08-31,46.8608,47.0288,46.27,46.8888,1.4195,402956400
2005-09-01,47.0008,47.1688,46.0908,46.2588,1.4005,356367200
2005-09-02,46.3008,46.7992,46.1188,46.2196,1.3993,222378800
2005-09-06,46.7012,48.8796,46.55,48.8012,1.4774,818619200
2005-09-07,49.0504,49.4004,47.9192,48.6808,1.4738,963074000
2005-09-08,49.35,50.12,49.14,49.7812,1.5071,702640400
2005-09-09,50.0696,51.3492,49.7896,51.31,1.5534,615641600
2005-09-12,51.1,51.6292,50.5792,51.3996,1.5561,452796400
2005-09-13,51.0188,51.2904,50.3188,50.82,1.5386,492884000
2005-09-14,51.0608,51.1896,49.4592,49.6104,1.5019,474426400
2005-09-15,49.9996,50.1788,49.3304,49.8708,1.5098,415156000
2005-09-16,50.2292,51.2092,49.9492,51.2092,1.5503,591004400
2005-09-19,51.0496,52.8892,51.0496,52.64,1.5937,783731200
2005-09-20,52.99,53.8104,52.92,53.1888,1.6103,819828800
2005-09-21,52.9592,53.0488,51.8588,52.1108,1.5776,434747600
2005-09-22,51.8812,52.4692,51.3212,51.9008,1.5713,463727600
2005-09-23,52.0996,53.4996,51.8392,53.2,1.6106,558457200
2005-09-26,54.0288,54.5608,53.3204,53.8412,1.63,546562800
2005-09-27,53.9196,54.2388,53.4296,53.4408,1.6179,341703600
2005-09-28,53.0712,53.1104,50.5904,51.0804,1.5464,1125544000
2005-09-29,51.2288,52.5896,50.8088,52.3404,1.5846,636846000
2005-09-30,52.3292,53.6508,51.8812,53.6088,1.623,531633200
2005-10-03,54.1604,54.5412,53.6788,54.4404,1.6482,507553200
2005-10-04,54.95,55.3504,53.6396,53.7488,1.6272,539459200
2005-10-05,54.3312,54.3592,52.7492,52.78,1.5979,610769600
2005-10-06,53.2,53.4912,50.8704,51.6992,1.5652,757537200
2005-10-07,51.7188,51.9288,50.5512,51.2988,1.5531,677882800
2005-10-10,51.7608,51.9092,50.2796,50.3692,1.5249,507505600
2005-10-11,51.2288,51.87,50.4,51.59,1.5619,1225884800
2005-10-12,48.65,50.2992,47.8688,49.2492,1.491,2697486400
2005-10-13,49.4396,53.9504,49.2688,53.7404,1.627,1865575600
2005-10-14,54.0288,54.3508,52.7912,54.0008,1.6349,1035552000
2005-10-17,53.9812,54.2304,52.6792,53.4408,1.6179,616834400
2005-10-18,53.2504,53.9504,52.2004,52.2088,1.5806,609588000
2005-10-19,52.0688,54.9612,51.2092,54.9388,1.6633,1008683200
2005-10-20,54.4712,56.5012,54.3508,56.14,1.6996,1357762000
2005-10-21,56.84,56.98,55.3588,55.6612,1.6851,796726000
2005-10-24,55.2496,56.7896,55.09,56.7896,1.7193,609753200
2005-10-25,56.4004,56.8512,55.6892,56.1008,1.6984,465127600
2005-10-26,56.28,57.5596,55.9188,57.0304,1.7266,631593200
2005-10-27,56.9912,57.0108,55.4092,55.4092,1.6775,411541200
2005-10-28,56.0392,56.4312,54.1688,54.4712,1.6491,769787200
2005-10-31,55.1992,57.9796,54.7512,57.5904,1.7435,940844800
2005-11-01,57.2404,58.1392,56.8708,57.5008,1.7408,749686000
2005-11-02,57.7192,60.0012,57.5988,59.9508,1.815,857060400
2005-11-03,60.2588,62.3196,60.0712,61.8492,1.8725,884382800
2005-11-04,60.3512,61.2388,59.6204,61.1492,1.8513,878035200
2005-11-07,60.8496,61.67,60.1412,60.2308,1.8235,638831200
2005-11-08,59.9508,60.3792,59.0996,59.9004,1.8135,473765600
2005-11-09,60.0012,61.2108,60.0012,60.1104,1.8198,552930000
2005-11-10,60.6396,61.1996,59.01,61.18,1.8522,665344400
2005-11-11,61.5412,62.1096,61.3396,61.5412,1.8631,425448800
2005-11-14,61.5412,61.9808,60.9112,61.4488,1.8603,369933200
2005-11-15,61.6,63.0812,61.46,62.2804,1.8855,536841200
2005-11-16,63.1512,65.0608,63.0896,64.9488,1.9663,784515200
2005-11-17,65.59,65.8812,64.2488,64.5204,1.9533,676205600
2005-11-18,65.31,65.4304,64.3692,64.5596,1.9545,524960800
2005-11-21,64.82,65.1896,63.7196,64.96,1.9666,511711200
2005-11-22,64.8396,66.7604,64.5204,66.5196,2.0139,540282400
2005-11-23,66.8808,67.9812,66.6904,67.1104,2.0317,485853200
2005-11-25,67.6592,69.5408,67.4996,69.3392,2.0992,395012800
2005-11-28,70.7196,71.0696,69.0704,69.6612,2.109,1018519600
2005-11-29,69.9888,70.2996,67.3512,68.0988,2.0617,891433200
2005-11-30,68.4292,68.8492,67.5192,67.8188,2.0532,595674800
2005-12-01,68.95,71.7304,68.81,71.5988,2.1676,812893200
2005-12-02,72.2708,72.7412,70.7,72.6292,2.1988,895762000
2005-12-05,71.9488,72.5312,71.4896,71.82,2.1743,583671200
2005-12-06,73.9312,74.83,73.3488,74.0488,2.2418,857029600
2005-12-07,74.2308,74.4604,73.1192,73.9508,2.2388,679464800
2005-12-08,73.2004,74.1692,72.6012,74.0796,2.2427,790479200
2005-12-09,74.2112,74.5892,73.3488,74.3288,2.2503,555402400
2005-12-12,74.8692,75.3508,74.5612,74.9112,2.2679,524994400
2005-12-13,74.8496,75.46,74.2112,74.9812,2.27,493816400
2005-12-14,72.5312,73.3012,70.2688,72.0104,2.1801,1450716400
2005-12-15,72.6796,72.8588,71.3496,72.1812,2.1853,561162000
